Year,Code,Area,Cancer Type,Age-Adjusted Rate,Case Count,Population,per_100k
2012,VA,Virginia,Cervix,6.6,290,4165263,6.96
2012,WA,Washington,Cervix,6.1,219,3459044,6.33
2012,WV,West Virginia,Cervix,10.2,102,940205,10.85
2012,WI,Wisconsin,Cervix,6.4,194,2880310,6.74
2012,WY,Wyoming,Cervix,6.6,17,282190,6.02
2013,AL,Alabama,Cervix,8.6,225,2488451,9.04
2013,AK,Alaska,Cervix,6.6,20,351687,5.69
2013,AZ,Arizona,Cervix,6.5,220,3337128,6.59
2013,ArKS,Arkansas,Cervix,10.9,168,1506571,11.15
2013,CA,California,Cervix,7.2,1419,19257182,7.37
2013,CO,Colorado,Cervix,5.7,156,2627451,5.94
2013,CT,Connecticut,Cervix,7.4,141,1843190,7.65
2013,DE,Delaware,Cervix,6.4,36,476810,7.55
2013,DC,District of Columbia,Cervix,8.3,27,342422,7.89
2013,FL,Florida,Cervix,8.8,960,9991577,9.61
2013,GA,Georgia,Cervix,6.9,360,5109687,7.05
2013,HI,Hawaii,Cervix,6.5,49,701564,6.98
2013,ID,Idaho,Cervix,5.1,39,804640,4.85
2013,IL,Illinois,Cervix,7.3,510,6566512,7.77
2013,IN,Indiana,Cervix,7.7,256,3334467,7.68
2013,IA,Iowa,Cervix,5.7,93,1558562,5.97
2013,KS,Kansas,Cervix,7.2,100,1454421,6.88
2013,KY,Kentucky,Cervix,7.9,179,2235831,8.01
2013,LA,Louisiana,Cervix,8.2,192,2362258,8.13
2013,ME,Maine,Cervix,6,45,677601,6.64
2013,MD,Maryland,Cervix,6.1,195,3054346,6.38
2013,MA,Massachusetts,Cervix,5,182,3460982,5.26
2013,MI,Michigan,Cervix,6.7,345,5045064,6.84
2013,MN,Minnesota,Cervix,5.2,146,2724276,5.36
2013,MS,Mississippi,Cervix,8.2,132,1536846,8.59
2013,MO,Missouri,Cervix,7.9,251,3079277,8.15
2013,MT,Montana,Cervix,4.4,24,504489,4.76
2013,NE,Nebraska,Cervix,7.3,67,937543,7.15
2013,NV,Nevada,Cervix,8.8,126,1379061,9.14
2013,NH,New Hampshire,Cervix,3.6,28,671812,4.17
2013,NJ,New Jersey,Cervix,7.5,369,4538378,8.13
2013,NM,New Mexico,Cervix,7.3,77,1056816,7.29
2013,NY,New York,Cervix,8.1,891,10110966,8.81
2013,NC,North Carolina,Cervix,6.9,367,5050911,7.27
2013,ND,North Dakota,Cervix,Data Suppressed,Data Suppressed,353821,
2013,OH,Ohio,Cervix,7.6,464,5914624,7.84
2013,OK,Oklahoma,Cervix,9.8,184,1944887,9.46
2013,OR,Oregon,Cervix,6.8,142,1982002,7.16
2013,PA,Pennsylvania,Cervix,7.1,512,6532794,7.84
2013,PR,Puerto Rico,Cervix,12.4,235,1872797,12.55
2013,RI,Rhode Island,Cervix,7.5,41,544135,7.53
2013,SC,South Carolina,Cervix,8,202,2450408,8.24
2013,SD,South Dakota,Cervix,7.3,30,418793,7.16
2013,TN,Tennessee,Cervix,9.1,312,3329087,9.37
2013,TX,Texas,Cervix,9.1,1193,13337529,8.94
2013,United States,United States,Cervix,7.4,12323,160545893,7.68
2013,UT,Utah,Cervix,4.9,61,1441058,4.23
2013,VT,Vermont,Cervix,5.7,18,317406,5.67
2013,VA,Virginia,Cervix,5.9,259,4197755,6.17
2013,WA,Washington,Cervix,6.7,239,3490939,6.85
2013,WV,West Virginia,Cervix,8.2,77,938312,8.21
2013,WI,Wisconsin,Cervix,5.6,167,2888446,5.78
2013,WY,Wyoming,Cervix,6,17,285118,5.96
2014,AL,Alabama,Cervix,9.4,246,2495725,9.86
2014,AK,Alaska,Cervix,6.5,21,351081,5.98
2014,AZ,Arizona,Cervix,5.9,196,3385557,5.79
2014,ArKS,Arkansas,Cervix,9.4,139,1510809,9.20
2014,CA,California,Cervix,7.2,1427,19422017,7.35
2014,CO,Colorado,Cervix,6.4,175,2665581,6.57
2014,CT,Connecticut,Cervix,6.4,127,1842252,6.89
2014,DE,Delaware,Cervix,9.2,45,481448,9.35
2014,DC,District of Columbia,Cervix,10.6,35,348388,10.05
2014,FL,Florida,Cervix,8.8,978,10146227,9.64
2014,GA,Georgia,Cervix,8.3,437,5162257,8.47
2014,HI,Hawaii,Cervix,8.5,59,704261,8.38
2014,ID,Idaho,Cervix,6.3,50,814428,6.14
2014,IL,Illinois,Cervix,8.4,576,6560509,8.78
2014,IN,Indiana,Cervix,7.7,258,3346640,7.71
2014,IA,Iowa,Cervix,9.2,132,1565894,8.43
2014,KS,Kansas,Cervix,8.5,119,1456819,8.17
2014,KY,Kentucky,Cervix,9.3,214,2241404,9.55
2014,LA,Louisiana,Cervix,9.6,229,2372375,9.65
2014,ME,Maine,Cervix,6.2,49,679271,7.21
2014,MD,Maryland,Cervix,6.4,218,3072502,7.10
2014,MA,Massachusetts,Cervix,5.5,202,3484994,5.80
2014,MI,Michigan,Cervix,6.1,317,5050975,6.28
2014,MN,Minnesota,Cervix,4.7,136,2742170,4.96
2014,MS,Mississippi,Cervix,10.6,166,1538890,10.79
2014,MO,Missouri,Cervix,7.9,244,3086784,7.90
2014,MT,Montana,Cervix,7,40,508360,7.87
2014,NE,Nebraska,Cervix,8.8,80,943774,8.48
2014,NV,Nevada,Cervix,8.1,119,1401290,8.49
2014,NH,New Hampshire,Cervix,5,36,674573,5.34
2014,NJ,New Jersey,Cervix,7.6,373,4541269,8.21
2014,NM,New Mexico,Cervix,8.2,81,1055167,7.68
2014,NY,New York,Cervix,7.5,835,10122684,8.25
2014,NC,North Carolina,Cervix,7.7,405,5099723,7.94
2014,ND,North Dakota,Cervix,5.3,19,360130,5.28
2014,OH,Ohio,Cervix,7.8,485,5925788,8.18
2014,OK,Oklahoma,Cervix,9.5,179,1957329,9.15
2014,OR,Oregon,Cervix,7.4,151,2002391,7.54
2014,PA,Pennsylvania,Cervix,6.9,475,6536769,7.27
2014,RI,Rhode Island,Cervix,8.4,48,544071,8.82
2014,SC,South Carolina,Cervix,7.6,196,2482344,7.90
2014,SD,South Dakota,Cervix,8.8,36,421923,8.53
2014,TN,Tennessee,Cervix,8.7,304,3352533,9.07
2014,TX,Texas,Cervix,9.4,1253,13577164,9.23
2014,United States,United States,Cervix,7.7,12860,161690519,7.95
2014,UT,Utah,Cervix,4.5,58,1460537,3.97
2014,VT,Vermont,Cervix,Data Suppressed,Data Suppressed,316922,
2014,VA,Virginia,Cervix,6.9,301,4226409,7.12
2014,WA,Washington,Cervix,7.4,262,3533298,7.42
2014,WV,West Virginia,Cervix,9,89,936287,9.51
2014,WI,Wisconsin,Cervix,6.7,208,2895122,7.18
2014,WY,Wyoming,Cervix,6.2,18,285404,6.31
2015,AL,Alabama,Cervix,9.4,238,2501997,9.51
2015,AK,Alaska,Cervix,8.4,30,351714,8.53
2015,AZ,Arizona,Cervix,7.7,257,3435368,7.48
2015,ArKS,Arkansas,Cervix,10.6,165,1515816,10.89
2015,CA,California,Cervix,7.3,1459,19575981,7.45
2015,CO,Colorado,Cervix,6.4,180,2713032,6.63
2015,CT,Connecticut,Cervix,6.2,124,1838202,6.75
2015,DE,Delaware,Cervix,8.3,39,486044,8.02
2015,DC,District of Columbia,Cervix,9.3,35,355848,9.84
2015,FL,Florida,Cervix,9.2,1015,10330862,9.82
2015,GA,Georgia,Cervix,8.1,436,5222914,8.35
2015,HI,Hawaii,Cervix,6.5,46,707788,6.50
2015,ID,Idaho,Cervix,5.7,47,824601,5.70
2015,IL,Illinois,Cervix,7.3,499,6545496,7.62
2015,IN,Indiana,Cervix,8.8,295,3353205,8.80
2015,IA,Iowa,Cervix,7.2,114,1570465,7.26
2015,KS,Kansas,Cervix,9.1,127,1460522,8.70
2015,KY,Kentucky,Cervix,9.5,214,2246861,9.52
2015,LA,Louisiana,Cervix,9.8,237,2383171,9.94
2015,ME,Maine,Cervix,5.7,39,678342,5.75
2015,MD,Maryland,Cervix,6.8,232,3086658,7.52
2015,MA,Massachusetts,Cervix,5.2,198,3501089,5.66
2015,MI,Michigan,Cervix,7.6,401,5048777,7.94
2015,MN,Minnesota,Cervix,6.2,167,2755982,6.06
2015,MS,Mississippi,Cervix,9.5,152,1539560,9.87
2015,MO,Missouri,Cervix,8.3,261,3094077,8.44
2015,MT,Montana,Cervix,8,42,512294,8.20
2015,NE,Nebraska,Cervix,7.9,74,949042,7.80
2015,NV,Nevada,Cervix,9.3,133,1427439,9.32
2015,NH,New Hampshire,Cervix,6.3,43,675463,6.37
2015,NJ,New Jersey,Cervix,8.4,423,4542433,9.31
2015,NM,New Mexico,Cervix,8.3,85,1055341,8.05
2015,NY,New York,Cervix,7.9,866,10121136,8.56
2015,NC,North Carolina,Cervix,7.1,378,5150065,7.34
2015,ND,North Dakota,Cervix,Data Suppressed,Data Suppressed,367405,
2015,OH,Ohio,Cervix,7.9,482,5931200,8.13
2015,OK,Oklahoma,Cervix,8.9,172,1972948,8.72
2015,OR,Oregon,Cervix,7.7,157,2028279,7.74
2015,PA,Pennsylvania,Cervix,7.5,525,6531011,8.04
2015,RI,Rhode Island,Cervix,7.1,38,543623,6.99
2015,SC,South Carolina,Cervix,8.3,223,2518205,8.86
2015,SD,South Dakota,Cervix,5.4,24,424080,5.66
2015,TN,Tennessee,Cervix,8.2,292,3378397,8.64
2015,TX,Texas,Cervix,9.5,1296,13825817,9.37
2015,United States,United States,Cervix,7.8,13178,162832151,8.09
2015,UT,Utah,Cervix,5.1,64,1482384,4.32
2015,VT,Vermont,Cervix,Data Suppressed,Data Suppressed,316830,
2015,VA,Virginia,Cervix,5.9,264,4250855,6.21
2015,WA,Washington,Cervix,6.9,252,3586587,7.03
2015,WV,West Virginia,Cervix,8.3,81,931825,8.69
2015,WI,Wisconsin,Cervix,7.3,214,2898414,7.38
2015,WY,Wyoming,Cervix,Data Suppressed,Data Suppressed,286706,
2016,AL,Alabama,Cervix,10,252,2509613,10.04
2016,AK,Alaska,Cervix,7.4,26,353943,7.35
2016,AZ,Arizona,Cervix,6.6,232,3492446,6.64
2016,ArKS,Arkansas,Cervix,8.7,135,1521849,8.87
2016,CA,California,Cervix,7.6,1535,19696031,7.79
2016,CO,Colorado,Cervix,6.3,177,2755067,6.42
2016,CT,Connecticut,Cervix,6.3,116,1833898,6.33
2016,DE,Delaware,Cervix,8.4,42,490492,8.56
2016,DC,District of Columbia,Cervix,8.5,34,361065,9.42
2016,FL,Florida,Cervix,10,1133,10540185,10.75
2016,GA,Georgia,Cervix,7.8,421,5290447,7.96
2016,HI,Hawaii,Cervix,6.4,47,710710,6.61
2016,ID,Idaho,Cervix,7.7,62,840378,7.38
2016,IL,Illinois,Cervix,8.3,565,6523873,8.66
2016,IN,Indiana,Cervix,9,301,3366051,8.94
2016,IA,Iowa,Cervix,7.3,116,1575193,7.36
2016,KS,Kansas,Cervix,6.9,100,1461643,6.84
2016,KY,Kentucky,Cervix,10.4,232,2253107,10.30
2016,LA,Louisiana,Cervix,8.3,198,2392011,8.28
2016,ME,Maine,Cervix,5.4,40,680027,5.88
2016,MD,Maryland,Cervix,6.7,225,3095485,7.27
2016,MA,Massachusetts,Cervix,6.2,232,3515076,6.60
2016,MI,Michigan,Cervix,6.8,349,5055467,6.90
2016,MN,Minnesota,Cervix,5.9,162,2775344,5.84
2016,MS,Mississippi,Cervix,9.5,145,1540132,9.41
2016,MO,Missouri,Cervix,8.5,265,3101501,8.54
2016,MT,Montana,Cervix,8.6,48,517417,9.28
2016,NE,Nebraska,Cervix,5.7,57,955739,5.96
2016,NV,Nevada,Cervix,9.8,143,1453771,9.84
2016,NH,New Hampshire,Cervix,4.1,34,678325,5.01
2016,NJ,New Jersey,Cervix,7.6,372,4541709,8.19
2016,NM,New Mexico,Cervix,10.2,103,1056516,9.75
2016,NY,New York,Cervix,7.6,825,10104957,8.16
2016,NC,North Carolina,Cervix,7.5,407,5215042,7.80
2016,ND,North Dakota,Cervix,7.5,27,368008,7.34
2016,OH,Ohio,Cervix,8.2,493,5937561,8.30
2016,OK,Oklahoma,Cervix,9.3,180,1982104,9.08
2016,OR,Oregon,Cervix,6.6,142,2065178,6.88
2016,PA,Pennsylvania,Cervix,7.8,539,6527015,8.26
2016,RI,Rhode Island,Cervix,6.6,43,543662,7.91
2016,SC,South Carolina,Cervix,7.8,209,2553825,8.18
2016,SD,South Dakota,Cervix,6.9,29,428212,6.77
2016,TN,Tennessee,Cervix,8.7,311,3406813,9.13
2016,TX,Texas,Cervix,9.5,1309,14048837,9.32
2016,United States,United States,Cervix,7.9,13338,163986062,8.13
2016,UT,Utah,Cervix,5.9,81,1511904,5.36
2016,VT,Vermont,Cervix,Data Suppressed,Data Suppressed,316042,
2016,VA,Virginia,Cervix,6.3,283,4276468,6.62
2016,WA,Washington,Cervix,6.3,244,3650092,6.68
2016,WV,West Virginia,Cervix,9.1,84,926025,9.07
2016,WI,Wisconsin,Cervix,7.1,204,2903515,7.03
2016,WY,Wyoming,Cervix,5.9,18,286291,6.29
2017,AL,Alabama,Cervix,9.7,242,2517486,9.61
2017,AK,Alaska,Cervix,8.8,30,353997,8.47
2017,AZ,Arizona,Cervix,6.4,233,3545316,6.57
2017,ArKS,Arkansas,Cervix,8.1,129,1527948,8.44
2017,CA,California,Cervix,7.4,1508,19783962,7.62
2017,CO,Colorado,Cervix,6.4,183,2789649,6.56
2017,CT,Connecticut,Cervix,4.6,90,1831503,4.91
2017,DE,Delaware,Cervix,6.6,37,494606,7.48
2017,DC,District of Columbia,Cervix,7.9,27,366336,7.37
2017,FL,Florida,Cervix,9.1,1081,10720663,10.08
2017,GA,Georgia,Cervix,8.3,453,5349075,8.47
2017,HI,Hawaii,Cervix,6.5,48,710227,6.76
2017,ID,Idaho,Cervix,7.4,60,858030,6.99
2017,IL,Illinois,Cervix,7.5,525,6501339,8.08
2017,IN,Indiana,Cervix,8.2,284,3378096,8.41
2017,IA,Iowa,Cervix,8.1,125,1579862,7.91
2017,KS,Kansas,Cervix,7.2,100,1460476,6.85
2017,KY,Kentucky,Cervix,11,249,2260311,11.02
2017,LA,Louisiana,Cervix,9.6,231,2390634,9.66
2017,ME,Maine,Cervix,6.5,48,681559,7.04
2017,MD,Maryland,Cervix,6.9,229,3106751,7.37
2017,MA,Massachusetts,Cervix,5,192,3532606,5.44
2017,MI,Michigan,Cervix,6.6,337,5064544,6.65
2017,MN,Minnesota,Cervix,5.9,168,2796520,6.01
2017,MS,Mississippi,Cervix,9.5,146,1539672,9.48
2017,MO,Missouri,Cervix,7.8,250,3111381,8.04
2017,MT,Montana,Cervix,6.2,33,523400,6.30
2017,NE,Nebraska,Cervix,9.5,85,960422,8.85
2017,NV,Nevada,Cervix,9.5,143,1480860,9.66
2017,NH,New Hampshire,Cervix,4.8,38,681670,5.57
2017,NJ,New Jersey,Cervix,7.7,385,4547537,8.47
2017,NM,New Mexico,Cervix,6.9,73,1056754,6.91
2017,NY,New York,Cervix,8.2,901,10080806,8.94
2017,NC,North Carolina,Cervix,6.5,367,5274812,6.96
2017,ND,North Dakota,Cervix,8.1,29,369032,7.86
2017,OH,Ohio,Cervix,8.1,494,5949075,8.30
2017,OK,Oklahoma,Cervix,8.9,173,1984912,8.72
2017,OR,Oregon,Cervix,6.8,146,2091485,6.98
2017,PA,Pennsylvania,Cervix,7.5,514,6528507,7.87
2017,RI,Rhode Island,Cervix,6.4,33,542884,6.08
2017,SC,South Carolina,Cervix,7.7,200,2588374,7.73
2017,SD,South Dakota,Cervix,8.1,34,432891,7.85
2017,TN,Tennessee,Cervix,7.6,282,3438006,8.20
2017,TX,Texas,Cervix,9.2,1286,14238026,9.03
2017,United States,United States,Cervix,7.7,13139,165008683,7.96
2017,UT,Utah,Cervix,6.1,88,1540562,5.71
2017,VT,Vermont,Cervix,Data Suppressed,Data Suppressed,316438,
2017,VA,Virginia,Cervix,5.5,246,4302531,5.72
2017,WA,Washington,Cervix,6.7,257,3712553,6.92
2017,WV,West Virginia,Cervix,11.6,110,918498,11.98
2017,WI,Wisconsin,Cervix,6,176,2911984,6.04
2017,WY,Wyoming,Cervix,9.4,26,284115,9.15
2018,AL,Alabama,Cervix,8.4,222,2526183,8.79
2018,AK,Alaska,Cervix,8.5,30,352320,8.51
2018,AZ,Arizona,Cervix,6.1,217,3604059,6.02
2018,ArKS,Arkansas,Cervix,10.8,166,1533071,10.83
2018,CA,California,Cervix,7.5,1540,19829641,7.77
2018,CO,Colorado,Cervix,6.1,176,2828980,6.22
2018,CT,Connecticut,Cervix,6,119,1831360,6.50
2018,DE,Delaware,Cervix,8.8,47,499426,9.41
2018,DC,District of Columbia,Cervix,5.1,18,369821,4.87
2018,FL,Florida,Cervix,8.9,1041,10863662,9.58
2018,GA,Georgia,Cervix,7.5,416,5403773,7.70
2018,HI,Hawaii,Cervix,6.9,52,709720,7.33
2018,ID,Idaho,Cervix,8.3,70,873726,8.01
2018,IL,Illinois,Cervix,7.2,495,6472590,7.65
2018,IN,Indiana,Cervix,8.1,275,3395350,8.10
2018,IA,Iowa,Cervix,8.3,127,1582600,8.02
2018,KS,Kansas,Cervix,9.8,140,1461321,9.58
2018,KY,Kentucky,Cervix,9,212,2265345,9.36
2018,LA,Louisiana,Cervix,9.5,225,2387863,9.42
2018,ME,Maine,Cervix,4.3,32,683920,4.68
2018,MD,Maryland,Cervix,6.4,214,3115060,6.87
2018,MA,Massachusetts,Cervix,5.6,205,3544419,5.78
2018,MI,Michigan,Cervix,7.2,358,5068797,7.06
2018,MN,Minnesota,Cervix,4.8,138,2815323,4.90
2018,MS,Mississippi,Cervix,8.7,142,1536005,9.24
2018,MO,Missouri,Cervix,8.6,276,3119006,8.85
2018,MT,Montana,Cervix,5.4,30,527421,5.69
2018,NE,Nebraska,Cervix,6.4,61,964575,6.32
2018,NV,Nevada,Cervix,Data Suppressed,Data Suppressed,,
2018,NH,New Hampshire,Cervix,5.4,37,683488,5.41
2018,NJ,New Jersey,Cervix,8.1,395,4547534,8.69
2018,NM,New Mexico,Cervix,9,89,1057418,8.42
2018,NY,New York,Cervix,7.2,799,10053544,7.95
2018,NC,North Carolina,Cervix,7,396,5336021,7.42
2018,ND,North Dakota,Cervix,5.3,18,370951,4.85
2018,OH,Ohio,Cervix,7.5,455,5956223,7.64
2018,OK,Oklahoma,Cervix,11,218,1990175,10.95
2018,OR,Oregon,Cervix,6.6,147,2109387,6.97
2018,PA,Pennsylvania,Cervix,7,483,6532496,7.39
2018,RI,Rhode Island,Cervix,8.3,49,543905,9.01
2018,SC,South Carolina,Cervix,8,221,2623668,8.42
2018,SD,South Dakota,Cervix,5.6,22,435837,5.05
2018,TN,Tennessee,Cervix,9.2,327,3470870,9.42
2018,TX,Texas,Cervix,9.4,1331,14409326,9.24
2018,United States,United States,Cervix,7.6,12967,164367226,7.89
2018,UT,Utah,Cervix,5.2,72,1566159,4.60
2018,VT,Vermont,Cervix,Data Suppressed,Data Suppressed,316353,
2018,VA,Virginia,Cervix,6.1,279,4323072,6.45
2018,WA,Washington,Cervix,6.7,256,3760779,6.81
2018,WV,West Virginia,Cervix,10.6,100,912019,10.96
2018,WI,Wisconsin,Cervix,6.1,184,2918734,6.30
2018,WY,Wyoming,Cervix,11,32,283930,11.27
2019,AL,Alabama,Cervix,10.1,253,2536133,9.98
2019,AK,Alaska,Cervix,5.1,20,350790,5.70
2019,AZ,Arizona,Cervix,5.8,213,3669041,5.81
2019,ArKS,Arkansas,Cervix,9.5,151,1538076,9.82
2019,CA,California,Cervix,7.1,1455,19829085,7.34
2019,CO,Colorado,Cervix,5.6,166,2857610,5.81
2019,CT,Connecticut,Cervix,5.2,101,1826990,5.53
2019,DE,Delaware,Cervix,6.3,38,504571,7.53
2019,DC,District of Columbia,Cervix,8.2,31,372393,8.32
2019,FL,Florida,Cervix,9,1068,10987074,9.72
2019,GA,Georgia,Cervix,8.2,455,5462335,8.33
2019,HI,Hawaii,Cervix,7.4,56,706419,7.93
2019,ID,Idaho,Cervix,8,70,891995,7.85
2019,IL,Illinois,Cervix,7.4,499,6443120,7.74
2019,IN,Indiana,Cervix,8.1,266,3411571,7.80
2019,IA,Iowa,Cervix,7.5,112,1586636,7.06
2019,KS,Kansas,Cervix,7.6,102,1462080,6.98
2019,KY,Kentucky,Cervix,9.2,206,2269036,9.08
2019,LA,Louisiana,Cervix,9,223,2385969,9.35
2019,ME,Maine,Cervix,5.2,39,686674,5.68
2019,MD,Maryland,Cervix,6.6,223,3122480,7.14
2019,MA,Massachusetts,Cervix,4.8,189,3548380,5.33
2019,MI,Michigan,Cervix,6.2,323,5066743,6.37
2019,MN,Minnesota,Cervix,5.5,164,2830663,5.79
2019,MS,Mississippi,Cervix,9.1,137,1534587,8.93
2019,MO,Missouri,Cervix,8.9,280,3127846,8.95
2019,MT,Montana,Cervix,6.8,37,531486,6.96
2019,NE,Nebraska,Cervix,9.1,79,967601,8.16
2019,NV,Nevada,Cervix,Data Suppressed,Data Suppressed,,
2019,NH,New Hampshire,Cervix,6.1,47,686814,6.84
2019,NJ,New Jersey,Cervix,6.9,346,4545698,7.61
2019,NM,New Mexico,Cervix,7.8,83,1060654,7.83
2019,NY,New York,Cervix,7.5,812,10012065,8.11
2019,NC,North Carolina,Cervix,6.8,393,5393755,7.29
2019,ND,North Dakota,Cervix,4.9,19,372678,5.10
2019,OH,Ohio,Cervix,8,499,5962634,8.37
2019,OK,Oklahoma,Cervix,10.3,198,1999160,9.90
2019,OR,Oregon,Cervix,6.2,140,2126006,6.59
2019,PA,Pennsylvania,Cervix,7,487,6526489,7.46
2019,RI,Rhode Island,Cervix,6,33,543197,6.08
2019,SC,South Carolina,Cervix,7.9,217,2659704,8.16
2019,SD,South Dakota,Cervix,5.6,26,439553,5.92
2019,TN,Tennessee,Cervix,6.9,249,3498429,7.12
2019,TX,Texas,Cervix,9.5,1370,14591903,9.39
2019,United States,United States,Cervix,7.5,12795,165096351,7.75
2019,UT,Utah,Cervix,5.1,74,1589845,4.65
2019,VT,Vermont,Cervix,8.2,29,315738,9.18
2019,VA,Virginia,Cervix,6.1,283,4345858,6.51
2019,WA,Washington,Cervix,6.6,258,3802546,6.78
2019,WV,West Virginia,Cervix,7.4,73,906103,8.06
2019,WI,Wisconsin,Cervix,6,176,2925732,6.02
2019,WY,Wyoming,Cervix,10.2,27,284406,9.49